" כבוד ה נשיא ה בא על אנחנו ל טובה . שמח ל ה פגישתך ה עתידית עם אבו מאזן , בקש ש יסביר איך זה מתישב עם ה סדר כל ש הוא : ה רשות ה פלסטינית משלמת מדי חודש משכורות ל ה מחבלים ה כלואים בישראל . מדי חודש . לא סתם מש ל ה מים , משלמים טוב : רצחת יותר - >  ישבת יותר - >  קיבלת יותר כסף **  מחבל המרצה חמש עד עשר שנים משתכר 4,000 ש ""ח ב חודש . מחבל ש מרצה 10-15 שנים , משתכר 6,000 ש ""ח ב חודש . מחבל ש מרצה 25-30 שנים , משתכר 10,000 ש ""ח ב חודש . ו ה מחבלים ה כבדים ביותר , ה רוצחים ה אכזריים ביותר , ה שפוטים ל יותר מ -30 שנה - מקבלים 12,000 ש ""ח ב חודש . ( ברגותי למשל ) **  ב נוסף ל כך , מקבל כל אסיר פלסטיני ה כלוא ב ישראל 400 שקלים ל הוצאות פרטיות פעמיים ב שנה . יש גם תוספת ל מי ש נשוי ו תוספת מיוחדת ל ה ילדים . **  ב מונחי פלסטיניים מדובר ב משכורת עתק . **  כ-4000 אסירים משוחררים ממשיכים לקבל משכורות אחרי שחרורם . ל ""עבודה מועדפת " " יש גם פנסיה . **  כך גם זיאד עווד , רוצח ב רוך מזרחי ז""ל ש שוחרר ב עסקת שליט , קיבל משכורת מ ה רשות ה פלסטינית ב ה מאסר ה ראשון , שוחרר ו קיבל משכורת של מחבל משוחרר , ו עכשיו שוב " " יועלו ה תנאים " " של הוא ב ה עבודה ה מועדפת של אבו מאזן : הרי הוא רצח יהודי ו חזר ל ה כלא . מדהים . "	1
לפי ה זמן ש פרסמת את ה פוסט . ה כלה ה טריה ו ה מסכנה קמה ב ה בוקר ו קיבלה וואחד עידוד נשיאותי . אולי עוד היה ל היא הרהור תשובה . אך גושפנקה כ ה זו ל ילדה מסכנה חסרת עמוד ש דרה .. ייתכן ש את היא ה טת את ה כף . כבוד ה נשיאעעעע על כל פנים עוד יקריאו ל אתה את ה הודעות ה אלה כש יגיע יומך ... ב תקווה ש תספיק להשיג תשובה עד אז . איש מסכן ש כ ה מוך	1
" כבוד ה נשיא , כל ה כבוד , אני תומך ב כל מילה של אתה . "	0
ישר כוח כבוד ה נשיא .	0
" נשיאנו ה יקר . גם ב ה תפקיד כ נשיא , חייבים לגלות אומץ להגיד את מה ש ה עם חושב . לעודד ו לא להוקיע את בנות ישראל , ש מתחתנות עם מוסלמים ערבים , זה קו אדום ל ה עם ה יהודי ש שמר על יהדותו במשך אלפי שנים . ה תופעה של ערבים ש רוצים לפגוע ב ה עם ה יהודי , מצא שיטה להשפיל את אנחנו ב נסיון ש ל צערנו גם מצליח לפעמים , להוליך שולל בנות יהודיות . לא צריך להתבייש להגיד באמת את מה ש ה שמאל לא אוהב לשמוע . צריך לדעתי ל היות נחרץ ו להגיד ב ריש גלי , ש ה עם ה יהודי חייב לשמור על עצמו מ תופעות כ ה אלה . "	1
" יהי זכרו ב ה רוך , כמה עצוב "	0
דייי ל שתיקה דייייי !!!	1
ב הצלחה !!!	0
נשיא ללא נסיעות	0
אדוני ה נשיא מקווה ש תשקול לחון את מר קצב אני בטוח ו מאמין ש לא עשה כ ה דברים ה אלה גם אם בית משפט קבע ש אשם גם שופט יכל לטעות המון אנשים ישבו ו יושבים ללא עוול ו פשע	0
" כל כך שמחה ש נעשתה ה בחירה ה נכונה , רובי ריבלין אתה ה אדם הכי מתאים ל תפקיד נשיא ה מדינה של מדינת עשראל ה צניעות ה טוב ו ה רגישות ניכרים על פנייך ב אופן ברור , ב הצלחה רבה !!!! "	0
" תודה כבודו , זהו חלום של כולנו . תודה ל אתה ש ה בעת את הוא ב שמנו ו תודה ל בתי ה מקסימה ש הביאה כאן את דבריך . "	0
מאחורי כל גבר מצליח יש אישה אוהבת ו תומכת !	0
" אתה כבר לא ה נשיא של אני , אתה מעודד התבוללות אז אין ב אתה יחודיות כ נשיא ה עם ה יהודי , ש בת שלום "	1
" יישר כח ! מוסיף כבוד ל מוסד ה נשיאות ו לכבוד היא ה מתכרסם של מדינת ישראל , ב אמירה ברורה , חזקה ו חד משמעית כנגד ה גזענות . לא רק ז'בוטינסקי קידם אמת מוסרית זו , אלא כך אנו קוראים גם ב ה ספר ב ראשית : " " זֶה סֵפֶר תּוֹלְדֹת אָדָם " " - בְּיוֹם ב ְּרֹא אֱלֹהִים אָדָם , ב ִּדְמוּת אֱלֹהִים עָשָׂה אֹתוֹ , ב זָכָר ו ּנְקֵבָה ב ְּרָאָם ; ו ַיְבָרֶךְ אֹתָם , ו ַיִּקְרָא אֶת-שְׁמָם אָדָם ב ְּיוֹם ה ִבָּרְאָם " " . "	0
כבר יש ל הוא דרכון של מדינה זרה כל ש היא ???	1
עוד לא שבוע ב ה תפקיד ו כבר שכחת מ איפה באת ?	1
ה איש ה נכון ב מק ל ה עם ישראל טוב ל ירושלים סוף סוף ום ה נכון טוב	0
" יש ל אתה חיוך ש כובש את כל מדינת ישראל , כבוד ה נשיא . "	0
נשיא מדינת ישראל כ לבבי . יישר כוח !!	0
" מילים כ ה דורבנות ! גאים ב אתה , רובי ! נשיא מדינת ישראל ! "	0
נשיר אלק ?? קודם תפשפש ב מעשייך !!!! נראה עד מתי תישאר נשיא .	1
אדוני ה נשיא גם אני מאחל ל אתה שנה טובה ו הכי שקטה ש יש . שנה ש לא תצייץ ב היא כל שטות .	1
" עכשיו ש יודעים מי ה חוטפים ללכת ל בתי ה משפחות ו פשוט להכניס את כולם אבל כולם ל כלא בלי לתת ל הם שום פרבילגיה ו לפרסם כי הם ישוחררו כש ה בנים ה צדיקים ש לנו ישוחררו כי " " ב רומא תתנהג כ ה רומאי " " ב ואו נראה את ה נבלות אחרי ש ידעו ש ה הורים ה אחים ה סבא ו ה סבתא ב כלא ב תנאים קשים מה הם יעשו זאת ה דרך !!!!! "	0
רובי הייתי רוצה לראות ערביה נישאת ל יהודי	1
תמונה יפיפיה-שפו	0
חייבים לעשות סוג של חרם כש כתבים שונאי ישראל עולים ל שידור צריכים להעביר ל ערוץ אחר ו אז תראו מה יעשה כוחו של ה רייטינג ( ב הקשר ל דבריה של רינה מצליח )	2
אופיר בדיוק על ש כמו אתה ה נשיא כתב את מילותיו	0
ש בת שלום אדוני ה שיא : )	0
כל תקציב ה ביטחון ה זה ו ה טכנולוגיה ו אין ארתעה נגד ה מחבלים מפציצים לא יודעה מה ? חשביםמומתחשבים מה יגיד ה עולם צריך לפעול מהר ו חזק ש גם ה עולם יחשוב פעמים ש עם ה יהודים ו ה ישרלים לא כ ידי להעתעסק ביבי ו ליברמן ו ב נט תתחילו לפעול כמו מנהגים עמיצים ו לא להפציץ מחסנים ריקים !!	1
צודק 100 אחוז כל אחד ו ה בחירה של הוא	0
" ב ה הצלחה , ישר כח "	0
ש בת שלום !	0
ירושלמי . ״ אסלי ״ . אתה נשיא של אנחנו ו אין מצב ש לא תיבחר . אנחנו מאמינים בני מאמינים ב הצלחה איש יקר .	0
G. bless you Mr. Reuven Rubi Rivlin - ראובן רובי ריבלין : )	0
מה קרה אדון ה נשיא הפכת את ה עור של אתה	1
ב הצלחה ל ה עם ישראל ... ו ל אתה	0
Bengi Rivlin משפחה 😏	0
מקסים	0
יחי נשיאנו ה חדש לכבוד ו תפארת מדינת ישראל	0
למה זה בלבול ש כל ?	1
" הכנסת בחרה ב בחירת ה עם . תושבי דימונה מאחלים ל אתה הצלחה רבה , ב ריאות ו כוחות , תישאר רגיש ו מרגש , עם חוש הומור ו ערכי חברות ו נאמנות ! "	0
" ל ה נשיא של אנחנו ה חדש , תודה ל אתה על דבריך ה מרגשים , עכשיו ה חשוב ביותר הוא להרגיע את ה שיח - ה פוגעני ש נפוץ בין אנחנו ו לדבר על הרגעת ה מלים ה קשות ו ה פוגעניות ש עפות ל כל עבר "	0
איש מ משפחה ש בנתה שכונות מ יחוץ ל חומה	0
כבוד ה נשיא אני חולקת על אתה אני מאחלת ל הם ימים של סבל ש לעולם לא יהיה ל הם יום אחד מאושר ב ה חיים ש ל הם וב ״ ה גם לא יהיו ל הם ילדים ש לא ידעו נחת ב ה חיים ש ל הם !!!!!! חיילים של אנחנו נלחמים ו נהרגים למען ה מדינה ו זבל ה זאת מתחתנת עם ערבי אני בהחלט מאחלת ל היא צער ו סבל כל חייה !!!!! 🙏🙏	1
בריאות כבוד ה נשיא . ל אתה ל נכד ל משפחתך ו ל כל עם ישראל	0
ב הצלחה !!	0
רק לפי ה פוסט ה זה רואים כמה אתה ראוי ל תואר כבוד נשיא ה מדינה ראובן ( רובי ) ריבלין ..	0
שמור על פיך ה מלוכלך !!!! ו כבד את ה נשיא ו אם לא את ה נשיא כבד אדם מבוגר מ גילך . אני בטוחה ש לא ככה חונכת מ ה בית .	1
" מה אתה אומר ? באמת ? אני חתמתי על כרטיס אדי כבר לפני 20 שנה , אז טוב ש נזכרת רק עכשיו ! "	1
יהי זכרו ב ה רוך	0
אז אתה בא ? https://www.facebook.com/events/1539984016223725/	2
כבוד ה נשיא מזל טוב עד 120 גאה ו מעריצה של אתה הרבה שנים תבורך ש יהיה ל אתה ב הצלחה ב תפקידך !!!	0
לא רק ה נכד אוהב את אתה גם עם ירשאל.מאחלים ה צלחה ב ה תפקיד ל אריכות ימים ב בריאות טובה .	0
" נשיא מטומטם ו צבוע , ה לוואי על ה נכדות של אתה חתן ערבי יא נעל "	1
" גאי אתה טיפש מטופש ילד כאפות ש לא חונך על ברכי ה יהדות , בטח אבא של אתה מתחנגל ממרץ..או אמא של אתה מוסלמית או ה פילגש של אבא של מוסלמית . "	2
אוהבים את אתה ה נשיא ריבלין	0
אדוני ה נשיא ה ערב תישמע קינה על מדינת ישראל ש אים לא תתחילו לטפל ב ה מיעוט ה זה כמו ש צריך היא תחרב אים תמשיכו להקשיב לעולם ו לא ל ה עם ה יהודי אנחנו לא נהיה פה עוד ל הרבה זמן די ל רחמנות די ל כסלות די ל טיפשות די ל ה חלומות ו ל פנטזיה של אתם על שלום לא יהיה שלום עים רוצחים או אנחנו או הם	1
" כל ה כבוד ל אתה רובי ! איש צנוע , נעים הליכות ש יודע לרגש ו להתרגש , איש ארץ ישראל השלמה ! אין איש ראוי מן אתה , אין איש מתאים מן אתה ! מי ייתן ו ייתן ל אתה ה אל ב ריאות ו הצלחה למלא את ה תפקיד ! יחי נשיא מדינת ישראל ! יחי ! יחי ! יחי ! "	0
כל ה כבוד ל ה נשיא ה יקר ה זה . זמן כה קצר ב כהונה ו כל התבטאויותיו עד ה יום עושות כבוד ל ה תפקיד .	0
אמן	0
" ב הצלחה ! שמחה רבה שמחתי היום לשמוע ש אתה הוא ה נשיא ה בא של מדינת ישראל . יְבָרֶכְךָ ה' ו ְיִשְׁמֶרְךָ . יָאֵר ה' פָּנָיו אֵלֶיךָ ו ִיחֻנֵּךָּ . יִשָּׂא ה' פָּנָיו אֵלֶיךָ ו ְיַשֵּׂם ל ְךָ ש ָׁלוֹם . ו ְשָׂמוּ אֶת ש ְׁמִי עַל ב ְּנֵי יִשְׂרָאֵל , ו ַאֲנִי אֲבָרֲכֵם . "	0
אני גם ימני מאוד ו חושב ש צריך לכבד החלטות של כל אדם .. אבל זה טוב ש יש את ה מחאה ו ה הפגנה ה זאת ש ה ילדות או ה בחורות ה צעירות ה יהודיות יבינו את ה בעיה פה .. אם יצילו יהודייה אחת זה שווה ה כל !	1
ה נשיא ה אידיאלי ל ישראל יהודית דמוקריטית .	0
כואב ו מדכא ליבי עם גילה	0
" שבת שלום ל אתה , רק אתה ראוי ו תהיה נשיאנו "	0
ברכות ו המון הצלחה ב בית ה נשיא . אוהבים את אתה רובי	0
כואבים ו מתאבלים עם ה משפחות על רצח ה בנים ש נלקחו ב דמי ימיהם .	0
" ה לב נשבר , איזה מתוק ו מקסים !! ת.נ.צ.ב.ה "	0
כל ה כבוד ! אבל למה עד עכשיו לא היה ל אתה ??	0
ב ה הצלחה חבר יקר תודה על נאמנותך ל ה מדינה ו אהבת ה ארץ	0
" ה נשיא ה בית""רי ה ראשון תל חי "	0
כבוד ה נשיא ראובן ריבלין תודה ל ה אל ש יש ל אנחנו נשיא כמו אתה .	0
רגע .. אם היינו מתבוללים כבר לפני 2000 שנה כש ה רומאים הגלו את חלקינו ... זה לא היה מונע את כל ה בלאגן ה זה ?	1
יחי נשיא מדינת ישראל .	0
צודק 100 אחוז כל אחד ו ה בחירה של הוא	0
יום עצוב ל מוסד ה נשיאות ו ל מדינה .	1
" אז ה מערכון ב ""פרלמנט " " ש השתתפת ב הוא עם אסי כהן אשכרה נכון : ) אתה כל ה זמן מוציא תמונות של ה נכדים כבוד ה נשיא : ) "	0
" אם ל אני הייתה זכות בחירה , ללא ספק הייתי מצביע עבור אתה !! ב הצלחה ! 👍"	0
ה לב נשבר ל מראה ה ילד ה מתוק יהיי זכרו ב ה רוך אמן	0
אני אלג'ירי ו זו ה פעם ה ראשונה ש אני שומע מישהו ב פלסטין ה כבושה לומר את ה מילים סבירות ו אינו קורא ל גזעני ו אומרים ל ה יהודים ש אומרים מוות ל ה ערבים אומרים ל הם חוסר שביעות רצון ו מוות ל ה ציונים ו אינטואיציות ישראליות חופש לפלסטין	1
ב כול ה שרות יהודים נלחמו כנגד התבוללות לא יכול להיות מצב ש נשיא מדינת ישראל יעודד התבוללות ל כן איבדתה את ה קרקע ה מוסרית להיות נשיא מדינת ה יהודים	1
ב שעה טובה מגיע ל אתה מאחל ל אתה הצלחה כבוד ה נשיא ה נבחר	0
תתפטר כבר ליצן	0
" ה אישה התאסלמה , אז היא ערבייה . למה זה צריך להפריע ל מישהו !!!!!???? "	1
שבת שלום ל ה נשיא ה -10 ! מדינת ישראל זכתה !!	0
אפילו נשיא מדינת ישראל מתייחס ל ה חתונה ה זאת ??? האם ה עולם השתגע ??? ה חתונה ה זאת לא מעניינת בעליל ! כל יום ילדות יהודיות נופלות ב רשתם של מוסלמים ערבים ב כל רחבי ה ארץ ! ה סיקור מיותר ו ה התייחסות מלבה את ה עניין ו גורמת ל ה התססה ! ש תעשה מה ש היא רוצה ! מטומטמת היא בהחלט מטומטמת !!!	1
איש יקר רק נכנסת ל תפקידך ו יום ל מחרת ב ה בוקר היית ב נחום אבלי ב ה משפחה ה אבלה של חייל ש נהרג	0
כבוד ה נשיא אתה צודק בהחלט נכון מאוד !!!!	0
אדוני ה נשיא כש מדובר ב אחת מ ה סכנות ה קיומיות של ה עם ה יהודי לא פחות מ ה חמאס ב עזה . על אנחנו לצאת נגד זה ! ו כ נשיא מדינת ישראל הייתי מצפה מן את לגנות את ה זה או לפחות לא לעודד . הרי היה דיון ב וועדת ה כנסת ב נושא ה התבוללות ב נישואים ל ה מוסלמים ו איך כל ה מקרים ה אלו נגמרו ב התעללות ב נשים ו ב ילדיהם . אין ל אני ספק ש זה יהיה גם סוף ה מקרה ה זה .	1
ש מעון יפרח העלאתי בשביל אתה את דבריו של שמעון פרס . ראה פוסט . לפני ש כותבים פוסט רצוי לבדוק את הוא ה ייטב ב ה נוסח ב שגיאות ו ב נשא.אין על ש מעון פרס ה נשיא ל ה דוגמא	2
ה לוואי ו אתה ה נשיא מר ריבלין ה יקר	0
שבוע טוב ל נשיא מדינת ישראל הנכנס ו ה מכיר את עם הוא ו ארצו ו רגשות ה עם מעל ל כל ספק	0
אכן מרגש . ה לוואי על כל ה זוגות	0
זוג מדהים !!!	0
" כבוד ה נשיא גם ל אני יש המון חלומות , עד ש ה שעון ה מעורר הורס ל אני אותם 😄"	1
כבוד ה נשיא לא הייתה צריך להגיד כלום ב קשר ל איתבוללות ו לברך . כי אתה משאיר דרך פריצה ל ה איתבוללות . ש אלוהים היא שמור	1
כל ה כבוד ישר כוח ו ה לואי ש כולם יחתמו על כרטיס אדי ו אז אנשים רבים יוכלו לחיות עוד הרבה זמן ו ב נהם בעלי ש ממתין ל השתלת לב ו אנו מתפללים ש יצליחו להציל את הוא לפני ש יהיה מאוחר	0
ש בת שלום אדוני ה נשיא מי יתן ו ה נערים יחזרו ב שלום	0
תפילות	0
" מצדיע ל נשיא ה מדינה על דבריו ה ברורים ו ה חדים . תומך ב אתה תמיכה מלאה . ו ל ה אלה ש חושבים ש כבוד ה אדם ו זכויות יסוד הם עניין ל ה שמאלנים , תחשבו שוב . האם אתם ימניים או פשיסטים גזעניים . "	0
כמה עצוב ... מלאך קטן . ליבי עם ה משפחה	0
רובי ריבלין אתה תיבחר מחר	0
" רובי לאחר דבריך קשה ל אני לכנות את אתה נשיא מדינת ישראל , אהבתי ו תמכתי ב אתה אך דבריך ב קשר ל ה זוג מיפו פגעו ב אתה קשות השפלת את עצמך גם אם חשבת כך לא היתה צריך להתבטא פגעת לא רק ב עצמך גם ב ה מוסד ה נשיאות ש אמור לייצג את מדינת ה יהודים . "	1
" תמשיך להיות סבא מגניב , את זה לא ישכחו ל אתה לעולם ! "	0
אמן ..	0
ילד חמוד יפה לא מגיע ל הוא ככה כל ה כבוד ראובן ש ב אתה ל קרבו ו ל ה יוות את הוא ב דרכו ה אחרונה יפה מצדך ( y )	0
" ב ""ה - שבוע טוב ו מזל טוב אליהו ה נביא זכור ל ה טוב לכבוד ראש ה ממשלה , ו ב אתן כבודו כתב השבוע " " ה מדיניות של אנחנו פשוטה , ה קם להורגך השכם להורגו ... " " . יפה , ציטות כמעט מדויק מ ה מקורות . ה מקור הוא " " ה בא ל הרגך השכם ל הרגו " " מ ה גמרא ( ברכות נח א , סב ב ; יומא פה ב ) . אין ספק ב נימין , ש ה ליכוד בתיהם , ישלם מחיר כבד מאוד על אוזלת ה יד ב ביטחון , שחרור מחבלים , כ ניעה ב הר ה בית , קסאמים ו טילים יום יום ( גם ה לילה !!! ) , מתן ו מתן , ו עכשיו חטיפות ילדים ! על כן אנו מבקשים מן את לפעול כ ראש ממשלת ישראל , ( ו זה לא אומר להופיע ב תשקורת ו להודיע ל ה עם על ה חטיפה , ו בעצם להודות על ה כישלון של ממשלתיך ה מתרפסת ל ה אויב יום יום ) , זאת אומרת : - לפתר לאלתר את ה כישלון ל ביטחון על ה פנים , ה צר אהרונוביץ , אשר מראה את כישלונותיו יום יום ב הר ה בית , ו יורק על עם ישראל ש השלה את הם ל הוא , ו מגרש יהודים מהר ה בית יום יום , הפוך מ מה ש הוא אמור לעשות , לגרש מחבלים ו פורעים ! ו עכשיו גם ילדים נחטפים לאור יום ! עם ישראל לא מוכן לשלם כישלון מתרפס כ זה לא ל שנייה אחת יותר ! ו לא היינו פוסלים צעדים פלילים נגד הוא כלל ו כלל , מ תוקף אחריותו ! תחליט להיות מנהיג ב נימין , אחרת ה ליכוד בתיהם ישלם מחיר כבד , ו כבר מ שלם ! - לכלוא כל מנהיג ערבי ב חברון ו כמובן כל חשוד מיד ל חקירות , ללא ביקורים כמובן , ו אם אפשר בלי בשר ו יין . עד ל שחרור ה ילדים לפחות . - לתקוף ללא הרף ב עזה ו לחסל יום יום את כל מנהיגי ה חמאס ! חיסול נקודתי יעיל ביותר , אבל יום יום ! - לשחרר את שטחי C תחילה מ ה כיבוש ה ערבי , ו למנוע כניסת ערבים ל הר ה בית עד ל שחרור ה ילדים . - לבטל מיד את כל הסכמי אוסלו ה מבוטלים מ אילהם , אשר פושעי אוסלו יתנו את ה דין עליהם . ו כבר מתחילים לשלם ... - הפסקת חשמל , מים ו דלק ל רשעות ב עזה , רמאלה ו כל ה שטחים ה כבושים על ידי ה ערבים ה מחבלים ה פולשים ב 48 . - לתת אישורים חופשי ל ה בנייה ביו""ש , ו להגביר את ה קצב ! ו אם כך תעשה ב ""ה תצליח ! כי זו בדיוק מדיניות בורא עולם , ו הפעם ב נימין , ה עם לא יסלח ל אתה על התרפסות נוספת . "	1
ב ה הצלחה רובי ריבלין אתה בין ה מועמדים ה נבחרים .	0
יקירנו מ כובדנו אתה מוסיף תקווה ל ה עם אתה גאוותנו	0
" מזעזע !!!!!!! נשיא ה מדינה נותן גושפנקא ל נשואי התבוללות ו מעודד על ידי כך נשואים כ אלו ... ריבלין הפתעתה את אנחנו .. !!!! ?? נשיא מדינת ה יהודים ??? לא פרס .. אלא ריבלין , זה מזעזע !!!!!!!!! ב שם משפחות יהודיות בכלל ו בשם משפחות שכולות ב ה פרט ... אני מביע ש את נפש מ אמירותיו של נשיא מדינת ה יהודים ( יש טירור גלוי ש זה ה אוייבים ... ו יש טירור שקט ש זה על ידי ה התבוללות ) . "	1
" זה בטח לא יהיה " " כ דת משה ו ישראל " " "	1
כבוד ה נשיא מתקרבת שנת תשעה אולי נכריז עליה כ תהה שנת ערבות הדדית	0
אל תתעסק ב ה נושא ש איננו עניין את את . אל תסתבך ראובן כך הסתבך ה נשיא ה נוכחי .	1
" אחלה נשיא אחלה בית""רי ש תהיה ל כל ה קבוצות ב הצלחה ו במיוחד ל בית""ר ירושלים "	0
" מאוכזבת מן אתה מאוד ... : ( אנשים במשך כל ה דורות נהרגו על קידוש ה' ו ב קלות כ ה זאת אתה מצדד ב דמוקרטיה לבחור ו עוד מאחל ל הם בריאות , ש מחה ו נחת . כנראה ש אתה לא מבין ש ה סיפור ה אישי ש ל הם , אינו סיפור בלבד , זה קרע ב שרשרת ה דורות של עם ישראל ו ל זה יש מחיר גבוה במיוחד . "	1
ש בת מבורכת אדוני ה נשיא ו אמן ש ישובו ה בנים במהרה	0
רק ה קדוש ב ה רוך הוא יכול לעזור ו לא שום נשיא או ראש ממשלה ש לא מכניס את ה שם ב חיו	1
" ש יהיה ל הם מזל טוב , ו אמן ש כל מסית ו גזעני יבין ש מה ש עשה את היא ל אחרים היום ייעשה ב הוא מחר !! כי די נמאס כבר !! "	0
ב הצלחה !!!!	0
אשת חייל מי ימצא משפחה כ ה זאת ראויה ל נשיאות	0
ל ה נשיא ה חדש ב הצלחה אל תפקיד כ נשיא ה מדינה	0
חג שמח ל ה נשיא ה בא של מדינת ישראל : - ) : - ) : - )	0
" מכתבך מרגש ביותר , אני מאחלת ל אתם הצלחה רבה ! גברת ראשונה של ישראל ו כבוד ה נשיא מדינת ישראל ה חדש "	0
יהי זיכרו ברוך : - (	0
ש בת שלום ל אתה אדוני ה נשיא	0
" מזל טוב ו ב הצלחה אדוני ה נשיא - סוף סוף , עשה חיל . אוהבים "	0
" אדוני ה נשיא , טול קרה את היא מבין עיניך תטיף נגד גזענות קודם כל אצל אתה ב ה בית , ב בית ״ ר "	1
ב ה הצלחה ל אתם הרי ל בית ה נשיא תניחו ה שניים ! 🍷	0
" רובי , אתה יחיד ו מיוחד . "	0
מאחל ל אתה המון המון הצלחה ו בערת ה שם אתה ה נשיא ה בא של ישראל	0
" מלח ה ארץ ! ברכות ל בחירתך , איש יקר ! "	0
שפו . אתה ה נשיא	0
יהי זיכרו ב ה רוך	0
" מאוכזבת מן אתה מאוד ... : ( אנשים במשך כל ה דורות נהרגו על קידוש ה' ו ב קלות כ ה זאת אתה מצדד ב דמוקרטיה לבחור ו עוד מאחל ל הם בריאות , ש מחה ו נחת . כנראה ש אתה לא מבין ש ה סיפור ה אישי ש ל הם , אינו סיפור בלבד , זה קרע ב שרשרת ה דורות של עם ישראל ו ל זה יש מחיר גבוה במיוחד . "	1
אדוני ה נשיא . ו מה עם משפט או שנים נגד נישואי תערובת ?	1
" ב ה מידה ו יתגלה ה דבר כש ה נשיא כבר הכהה את הן , יהיו ל כך ה שלכות מרחיקות לכת על פרצופה של ה מדינה בכלל ו בית ה נשיא ב ה פרט . "	0
איזה חוויה ו איזה ישראלי ???... ב הזדמנות ה ראשונה הם שולחים את אנחנו ל תאי גזים ו חופרים ל אנחנו קבר אחים בדיוק כמו ב ה שואה ה כואבת .	1
" ש ה קב ״ ה ישמור עלייך קרוב קרוב ל ידו , הלאה את את של אנחנו "	0
" מרגש ו אימתי . לא הבנתי מדוע קפצו על משרת נשיא טרמפיסטים רבים כאילו מחפשים סידור עבודה , כש על ה קיר מונחת דמותו של זה ה איש ה חיכה את היא ו ב צדק ל ה מינוי ה ראוי , אבל ב ה רוך ה ׳  ה צדק ניצח . רמי "	0
קייטנה על חשבונינו אנחנו מתאמצים לשמור על מקום עבודה כדי לא להגיע ל ה לשכה ו ה שרים נהנים ב חופשת הקייץ ו הכי עיצב את הן ש גם ה ערבים נהנים על חשבונינו !!	1
לעזאזל !!!! ש יעשו כבר משהו ב ה ממשלה ש לנו	1
יישר כוח כולנו אחרי את	0
לא ברור מה נסגר ב ה מדינה ה זאת	1
